en_a	Gen_b	Ortholog_Status	Species_with_Ortholog	Hormone	Duplicated_Ortholog
Solyc06g073340	SPI06g04749	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g073600	Capang06g000649	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g073600	Capana06g000698	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g073600	PGSC0003DMP400010558\tPGSC0003DMT400015247;PGSC0003DMP400010559\tPGSC0003DMT400015248	Has Ortholog	Potato	Ethylene	TRUE
Solyc06g073600	SLYcer06g04914	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g073600	Sopen06g029990	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g073600	SPI06g04777	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g074770	PGSC0003DMP400012639\tPGSC0003DMT400018368	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g074770	SLYcer06g05040	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g074770	Sopen06g031210	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g074770	SPI06g04900	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g075690	Capang06g000428	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g075690	Capana06g000459	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g075690	PGSC0003DMP400052748\tPGSC0003DMT400077928;PGSC0003DMP400052749\tPGSC0003DMT400077929	Has Ortholog	Potato	Ethylene	TRUE
Solyc06g075690	SLYcer06g05131	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g075690	Sopen06g032080	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g083260	Capang06g000187	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g083260	PGSC0003DMP400034872\tPGSC0003DMT400051796	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g083260	SLYcer06g05382	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g083260	Sopen06g034640	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g083260	SPI06g05273	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g084070	Capang06g000093	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g084070	Capana06g000110	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g084070	PGSC0003DMP400034949\tPGSC0003DMT400051896	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g084070	SLYcer06g05471	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g084070	Sopen06g035460	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g084070	SPI06g05363	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g006280	Capang12g001689	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc07g006280	Capana00g003691	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc07g006280	PGSC0003DMP400019741\tPGSC0003DMT400029027	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g006280	Sopen07g002370	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g006280	SPI07g00319	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g007370	Capang07g000344	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc07g007370	Capana07g000326	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc07g007370	PGSC0003DMP400053511\tPGSC0003DMT400078954	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g007370	SLYcer07g00423	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g007370	Sopen07g003440	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g007370	SPI07g00477	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g007870	Capang07g000421	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc07g007870	Capana07g000375	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc07g007870	PGSC0003DMP400053803\tPGSC0003DMT400079356	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g007870	SLYcer07g00473	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g007870	Sopen07g003770	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g007870	SPI07g00529	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g008620	SLYcer07g00577	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g008620	Sopen07g004560	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g008770	Capang07g001059	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc07g008770	Capana07g000708	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc07g008770	PGSC0003DMP400050042\tPGSC0003DMT400073923;PGSC0003DMP400050043\tPGSC0003DMT400073924	Has Ortholog	Potato	Ethylene	TRUE
Solyc07g008770	SLYcer07g00598	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g008770	Sopen07g004710	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g008770	SPI07g00641	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g043510	Capang00g002198	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc07g043510	PGSC0003DMP400027904\tPGSC0003DMT400041164;PGSC0003DMP400027905\tPGSC0003DMT400041165	Has Ortholog	Potato	Ethylene	TRUE
Solyc07g043510	SLYcer07g03881	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g043510	Sopen07g023090	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g043510	SPI07g04592	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g044880	PGSC0003DMP400001775\tPGSC0003DMT400002449	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g044880	SLYcer07g03927	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g044880	Sopen07g023440	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g044880	SPI07g04639	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g049530	Capang00g000130;Capang02g001977	Has Ortholog	Wild pepper	Ethylene	TRUE
Solyc07g049530	Capana00g000688;Capana00g001942;Capana02g002203	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc07g049530	SLYcer07g04364	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g049530	Sopen07g024880;Sopen07g024890	Has Ortholog	S. pennellii	Ethylene	TRUE
Solyc07g049530	SPI07g05068	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g053310	Capang00g001722	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc07g053310	Capana00g003547	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc07g053310	PGSC0003DMP400035483\tPGSC0003DMT400052626	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g053310	SLYcer07g04848	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g053310	Sopen07g027270	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g053310	SPI07g05571	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g053830	Capang07g001726	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc07g053830	Capana07g001733	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc07g053830	PGSC0003DMP400055728\tPGSC0003DMT400082806	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g053830	SLYcer07g04903	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g053830	Sopen07g027800	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g053830	SPI07g05628	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g054830	Capana00g003369	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc07g054830	PGSC0003DMP400032028\tPGSC0003DMT400047320	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g054830	SLYcer07g05000	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g054830	Sopen07g028740	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g054830	SPI07g05739	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g056200	PGSC0003DMP400030243\tPGSC0003DMT400044590	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g056200	SLYcer07g05132	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g056200	Sopen07g029550	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g056200	SPI07g05873	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g056500	Capang00g000155;Capang07g002020	Has Ortholog	Wild pepper	Ethylene	TRUE
Solyc07g056500	Capana00g003105;Capana07g002012	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc07g056500	PGSC0003DMP400048051\tPGSC0003DMT400071059	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g056500	SLYcer07g05163	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g056500	Sopen07g029860	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g062970	Capang07g002189	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc07g062970	Capana07g002169	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc07g062970	PGSC0003DMP400021944\tPGSC0003DMT400032307	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g062970	SLYcer07g05334	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g062970	Sopen07g031160	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g062970	SPI07g06052	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g064310	Capang00g002437	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc07g064310	Capana00g004162	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc07g064310	PGSC0003DMP400024548\tPGSC0003DMT400036150;PGSC0003DMP400024549\tPGSC0003DMT400036153;PGSC0003DMP400024550\tPGSC0003DMT400036154	Has Ortholog	Potato	Ethylene	TRUE
Solyc07g064310	SLYcer07g05468	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g064310	Sopen07g032460	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g064310	SPI07g06181	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc07g066040	Capang07g002430	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc07g066040	Capana07g002434	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc07g066040	PGSC0003DMP400068618\tPGSC0003DMT400096943	Has Ortholog	Potato	Ethylene	FALSE
Solyc07g066040	SLYcer07g05642	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc07g066040	Sopen07g034230	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc07g066040	SPI07g06360	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc08g007460	Capana01g004425	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc08g007460	PGSC0003DMP400022081\tPGSC0003DMT400032497	Has Ortholog	Potato	Ethylene	FALSE
Solyc08g007460	SLYcer08g00415	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc08g007460	Sopen08g003420	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc08g007460	SPI08g00352	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc08g062610	Capang00g002686	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc08g062610	Capana00g002948	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc08g062610	SLYcer08g04758	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc08g062610	Sopen08g018080;Sopen08g018130	Has Ortholog	S. pennellii	Ethylene	TRUE
Solyc08g062610	SPI08g04662	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc08g068770	Sopen08g022460;Sopen08g022490;Sopen08g022500;Sopen08g022520	Has Ortholog	S. pennellii	Ethylene	TRUE
Solyc08g075450	SLYcer08g05763	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc08g075450	Sopen08g024080	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc08g075450	SPI08g05648	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc08g075540	Capang00g002141	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc08g075540	Capana01g001014	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc08g075540	PGSC0003DMP400013471\tPGSC0003DMT400019708	Has Ortholog	Potato	Ethylene	FALSE
Solyc08g075540	Sopen08g001570	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc08g075540	SPI08g05657	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc08g077790	Capang01g000662	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc08g077790	Capana01g000729	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc08g077790	PGSC0003DMP400045492\tPGSC0003DMT400067432	Has Ortholog	Potato	Ethylene	FALSE
Solyc08g077790	Sopen08g026300	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc08g077790	SPI08g05893	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc08g080410	Capang01g000294	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc08g080410	Capana01g000317	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc08g080410	PGSC0003DMP400005475\tPGSC0003DMT400007880;PGSC0003DMP400005476\tPGSC0003DMT400007881	Has Ortholog	Potato	Ethylene	TRUE
Solyc08g080410	SLYcer08g06260	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc08g080410	Sopen08g028740	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc08g080410	SPI08g06167	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc08g081310	NA	No Ortholog	None	Ethylene	FALSE
Solyc09g005080	Capang09g000838	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g005080	Capana09g001153	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g005080	PGSC0003DMP400011110\tPGSC0003DMT400016034	Has Ortholog	Potato	Ethylene	FALSE
Solyc09g005080	SLYcer09g00177	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g005080	Sopen09g001060	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g005080	SPI09g00068	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g008010	Capang09g001721	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g008010	Capana09g002212	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g008010	PGSC0003DMP400037355\tPGSC0003DMT400055494;PGSC0003DMP400037356\tPGSC0003DMT400055495;PGSC0003DMP400037357\tPGSC0003DMT400055496;PGSC0003DMP400037358\tPGSC0003DMT400055497	Has Ortholog	Potato	Ethylene	TRUE
Solyc09g008010	SLYcer09g00392	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g008010	Sopen09g002810	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g008010	SPI09g00300	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g010400	Capang09g001504	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g010400	Capana09g001960	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g010400	PGSC0003DMP400015710\tPGSC0003DMT400023064	Has Ortholog	Potato	Ethylene	FALSE
Solyc09g010400	SLYcer09g00896	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g010400	Sopen09g005140	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g010400	SPI09g00805	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g010520	Capang09g001518	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g010520	Capana09g001978	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g010520	PGSC0003DMP400015697\tPGSC0003DMT400023046	Has Ortholog	Potato	Ethylene	FALSE
Solyc09g010520	SLYcer09g00914	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g010520	Sopen09g005250	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g010520	SPI09g00821	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g011300	Capana09g001723	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g011300	SLYcer09g01006	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g011300	Sopen09g006020	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g011300	SPI09g00916	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g011540	Capang09g001420	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g011540	Capana09g001860	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g011540	PGSC0003DMP400003865\tPGSC0003DMT400005532	Has Ortholog	Potato	Ethylene	FALSE
Solyc09g011540	Sopen09g006310	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g011540	SPI09g00941	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g011590	Capang09g001339	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g011590	Capana09g001760;Capana09g001761	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc09g011590	PGSC0003DMP400003869\tPGSC0003DMT400005538;PGSC0003DMP400003872\tPGSC0003DMT400005544	Has Ortholog	Potato	Ethylene	TRUE
Solyc09g011590	SLYcer09g01037	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g011590	Sopen09g006360;Sopen09g006390	Has Ortholog	S. pennellii	Ethylene	TRUE
Solyc09g011590	SPI09g00947	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g020140	Capang09g000477	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g020140	Capana09g000545	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g020140	PGSC0003DMP400035253\tPGSC0003DMT400052296;PGSC0003DMP400035254\tPGSC0003DMT400052297;PGSC0003DMP400035255\tPGSC0003DMT400052298	Has Ortholog	Potato	Ethylene	TRUE
Solyc09g020140	SLYcer09g01829	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g020140	Sopen09g013030	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g020140	SPI09g01682	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g065610	NA	No Ortholog	None	Ethylene	FALSE
Solyc09g074320	Capang03g003437	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g074320	Capana03g003528	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g074320	SLYcer09g04263	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g074320	Sopen09g029160	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g074320	SPI09g04058	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g075210	Capang03g003548	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g075210	PGSC0003DMP400055018\tPGSC0003DMT400081309	Has Ortholog	Potato	Ethylene	FALSE
Solyc09g075210	SLYcer09g04369	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g075210	Sopen09g030030	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g075210	SPI09g04162	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g075460	Capang03g003568	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g075460	Capana03g003665	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g075460	PGSC0003DMP400055030\tPGSC0003DMT400081328	Has Ortholog	Potato	Ethylene	FALSE
Solyc09g075460	Sopen09g030250	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g082240	Capana03g003768	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g082240	SPI09g04382	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g082250	PGSC0003DMP400055481\tPGSC0003DMT400082120	Has Ortholog	Potato	Ethylene	FALSE
Solyc09g082250	Sopen09g031130	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g082250	SPI09g04384	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g082470	Capang03g003692	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g082470	Capana03g003783	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g082470	SLYcer09g04749	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g082470	Sopen09g031330	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g082470	SPI09g04405	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g082980	Capang03g004411	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g082980	Capana03g004608	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g082980	PGSC0003DMP400010787\tPGSC0003DMT400015576	Has Ortholog	Potato	Ethylene	FALSE
Solyc09g082980	SLYcer09g04812	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g082980	Sopen09g031850	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g082980	SPI09g04471	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g090120	Capana03g003829	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g090120	PGSC0003DMP400030102\tPGSC0003DMT400044366	Has Ortholog	Potato	Ethylene	FALSE
Solyc09g090120	SLYcer09g04934	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g090120	Sopen09g033030	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g090120	SPI09g04597	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc09g090730	Capang03g004234	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc09g090730	Capana03g004422	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc09g090730	PGSC0003DMP400002712\tPGSC0003DMT400003805	Has Ortholog	Potato	Ethylene	FALSE
Solyc09g090730	SLYcer09g04998	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc09g090730	Sopen09g033670	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc09g090730	SPI09g04666	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc10g005560	PGSC0003DMP400019895\tPGSC0003DMT400029234	Has Ortholog	Potato	Ethylene	FALSE
Solyc10g005560	SLYcer10g00291	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g005560	Sopen10g001540	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g005560	SPI10g00157	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc10g005730	Capang00g003190	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc10g005730	Capana10g000200	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc10g005730	PGSC0003DMP400015274\tPGSC0003DMT400022412;PGSC0003DMP400015276\tPGSC0003DMT400022414	Has Ortholog	Potato	Ethylene	TRUE
Solyc10g005730	SLYcer10g00310	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g005730	Sopen10g001700	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g005730	SPI10g00174	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc10g006560	Capang03g003097;Capang07g001830;Capang10g000028	Has Ortholog	Wild pepper	Ethylene	TRUE
Solyc10g006560	Capana07g001830;Capana07g002285;Capana10g000032	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc10g006560	SLYcer10g00390	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g007440	SLYcer10g00485	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g007440	Sopen10g003390	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g008460	Capang10g000280	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc10g008460	Capana10g000383	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc10g008460	PGSC0003DMP400037594\tPGSC0003DMT400055823	Has Ortholog	Potato	Ethylene	FALSE
Solyc10g008460	SLYcer10g00590	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g008460	Sopen10g004280	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g008460	SPI10g00452	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc10g008600	Capang10g000320	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc10g008600	Capana10g000421	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc10g008600	PGSC0003DMP400037577\tPGSC0003DMT400055799	Has Ortholog	Potato	Ethylene	FALSE
Solyc10g008600	SLYcer10g00606	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g008600	Sopen10g004420	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g008600	SPI10g00467	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc10g012080	PGSC0003DMP400033726\tPGSC0003DMT400049953	Has Ortholog	Potato	Ethylene	FALSE
Solyc10g012080	SLYcer10g00791	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g012080	Sopen10g005820	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g012080	SPI10g00664	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc10g018880	NA	No Ortholog	None	Ethylene	FALSE
Solyc10g018890	NA	No Ortholog	None	Ethylene	FALSE
Solyc10g044780	Capang10g000778	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc10g044780	Capana10g001039	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc10g044780	PGSC0003DMP400013252\tPGSC0003DMT400019338	Has Ortholog	Potato	Ethylene	FALSE
Solyc10g044780	SLYcer10g03168	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g044780	Sopen10g013470	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g044780	SPI10g01476	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc10g055200	Capang12g001840;Capang12g001841	Has Ortholog	Wild pepper	Ethylene	TRUE
Solyc10g055200	Capana12g002148;Capana12g002149	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc10g055200	PGSC0003DMP400038002\tPGSC0003DMT400056481;PGSC0003DMP400038003\tPGSC0003DMT400056482	Has Ortholog	Potato	Ethylene	TRUE
Solyc10g055200	SLYcer10g04760	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g055200	Sopen10g025030	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g055200	SPI10g03256	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc10g079930	Capang10g001996	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc10g079930	Capana10g002240	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc10g079930	PGSC0003DMP400051998\tPGSC0003DMT400076736	Has Ortholog	Potato	Ethylene	FALSE
Solyc10g079930	SLYcer10g05368	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g079930	Sopen10g030550	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g080660	Capang10g002197	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc10g080660	Capana11g002197	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc10g080660	PGSC0003DMP400040937\tPGSC0003DMT400060836	Has Ortholog	Potato	Ethylene	FALSE
Solyc10g080660	SLYcer10g05440	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g080660	Sopen10g031200	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g080660	SPI10g03926	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc10g081120	Capang10g001885	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc10g081120	Capana10g002130	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc10g081120	SLYcer10g05502	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc10g081120	Sopen10g031620	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc10g081120	SPI10g04007	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc10g083360	Capang10g001760	Has Ortholog	Wild pepper	Ethylene	FALSE
